Cenário_da_violação;Frequência;Início_das_violações;Grupo_vulnerável;Relação_vítima_suspeito;Sexo_da_vítima;Faixa_etária_da_vítima;Deficiência_da_vítima;Município_da_vítima;Raça_Cor_da_vítima;Sexo_do_suspeito;Faixa_etária_do_suspeito;Raça_Cor_do_suspeito;violacao
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;IRMÃO(Ã);FEMININO;60 A 64 ANOS;NÃO;3301009 | CAMPOS DOS GOYTACAZES;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;IRMÃO(Ã);FEMININO;60 A 64 ANOS;NÃO;3301009 | CAMPOS DOS GOYTACAZES;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;IRMÃO(Ã);FEMININO;60 A 64 ANOS;NÃO;3301009 | CAMPOS DOS GOYTACAZES;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;IRMÃO(Ã);FEMININO;60 A 64 ANOS;NÃO;3301009 | CAMPOS DOS GOYTACAZES;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;IRMÃO(Ã);FEMININO;60 A 64 ANOS;NÃO;3301009 | CAMPOS DOS GOYTACAZES;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>FÍSICA>ABANDONO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>FÍSICA>ABANDONO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>FÍSICA>ABANDONO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;PARDA;FEMININO;25 A 29 ANOS;PARDA;INTEGRIDADE>FÍSICA>ABANDONO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>BULLYING
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;50 A 54 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;50 A 54 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PATRIMONIAL>INDIVIDUAL
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;50 A 54 ANOS;BRANCA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;50 A 54 ANOS;PARDA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;50 A 54 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;FEMININO;50 A 54 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;50 A 54 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;50 A 54 ANOS;PARDA;INTEGRIDADE>PATRIMONIAL>INDIVIDUAL
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;50 A 54 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;50 A 54 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;75 A 79 ANOS;NÃO;3303906 | PETRÓPOLIS;BRANCA;MASCULINO;50 A 54 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INJÚRIA
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INJÚRIA
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
VIA PÚBLICA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
